"var3","var4","Class"
-1.05251337422423,-1.0486667949953,"setosa"
-1.27910398223806,-1.31105214820513,"setosa"
-1.39239928624498,-1.31105214820513,"setosa"
-1.16580867823115,-1.17985947160021,"setosa"
-1.16580867823115,-0.917474118390381,"setosa"
-1.33575163424152,-1.31105214820513,"setosa"
-1.39239928624498,-1.31105214820513,"setosa"
-1.33575163424152,-1.31105214820513,"setosa"
-1.27910398223806,-1.44224482481005,"setosa"
-1.39239928624498,-1.17985947160021,"setosa"
-1.22245633023461,-1.31105214820513,"setosa"
-1.27910398223806,-1.31105214820513,"setosa"
-1.05251337422423,-1.31105214820513,"setosa"
-1.22245633023461,-1.31105214820513,"setosa"
-1.56234224225535,-1.31105214820513,"setosa"
-1.33575163424152,-1.31105214820513,"setosa"
-1.27910398223806,-1.44224482481005,"setosa"
-1.33575163424152,-1.17985947160021,"setosa"
-1.33575163424152,-1.17985947160021,"setosa"
-1.33575163424152,-1.31105214820513,"setosa"
-1.27910398223806,-1.31105214820513,"setosa"
-1.39239928624498,-1.0486667949953,"setosa"
-1.27910398223806,-1.31105214820513,"setosa"
-1.22245633023461,-1.31105214820513,"setosa"
-1.39239928624498,-1.31105214820513,"setosa"
-1.33575163424152,-1.44224482481005,"setosa"
-1.27910398223806,-1.0486667949953,"setosa"
-1.22245633023461,-1.31105214820513,"setosa"
-1.44904693824843,-1.31105214820513,"setosa"
-1.33575163424152,-1.17985947160021,"setosa"
0.703563837882938,0.656838000868614,"versicolor"
0.420325577865652,0.394452647658782,"versicolor"
0.646916185879481,0.394452647658782,"versicolor"
0.476973229869109,0.132067294448949,"versicolor"
0.760211489886395,0.525645324263698,"versicolor"
0.533620881872567,0.000874617844032679,"versicolor"
0.420325577865652,0.525645324263698,"versicolor"
0.420325577865652,0.394452647658782,"versicolor"
0.0804396658449091,-0.130318058760883,"versicolor"
0.363677925862195,0.000874617844032679,"versicolor"
0.476973229869109,0.263259971053865,"versicolor"
0.476973229869109,0.394452647658782,"versicolor"
0.363677925862195,0.263259971053865,"versicolor"
0.646916185879481,0.394452647658782,"versicolor"
-0.259446246175834,-0.2615107353658,"versicolor"
0.590268533876024,0.263259971053865,"versicolor"
0.420325577865652,0.394452647658782,"versicolor"
-0.259446246175834,-0.2615107353658,"versicolor"
0.533620881872567,0.263259971053865,"versicolor"
0.0237920138414519,-0.130318058760883,"versicolor"
0.193734969851823,0.132067294448949,"versicolor"
0.250382621855281,0.132067294448949,"versicolor"
0.363677925862195,0.132067294448949,"versicolor"
0.193734969851823,0.132067294448949,"versicolor"
0.0804396658449091,0.000874617844032679,"versicolor"
0.250382621855281,0.000874617844032679,"versicolor"
0.137087317848366,-0.2615107353658,"versicolor"
-0.146150942168919,-0.2615107353658,"versicolor"
0.363677925862195,0.263259971053865,"versicolor"
0.307030273858738,0.132067294448949,"versicolor"
1.04344974990368,1.18160870728828,"virginica"
1.77986922594862,1.44399406049811,"virginica"
0.816859141889852,1.44399406049811,"virginica"
1.1567450539106,0.788030677473531,"virginica"
0.986802097900224,0.788030677473531,"virginica"
0.760211489886395,0.394452647658782,"virginica"
0.590268533876024,0.788030677473531,"virginica"
0.930154445896767,1.44399406049811,"virginica"
1.10009740190714,1.70637941370794,"virginica"
0.986802097900224,1.18160870728828,"virginica"
0.760211489886395,1.44399406049811,"virginica"
1.66657392194171,1.3128013838932,"virginica"
0.646916185879481,1.05041603068336,"virginica"
1.10009740190714,1.18160870728828,"virginica"
0.703563837882938,1.05041603068336,"virginica"
0.703563837882938,0.394452647658782,"virginica"
0.760211489886395,0.788030677473531,"virginica"
1.04344974990368,1.3128013838932,"virginica"
0.873506793893309,0.919223354078447,"virginica"
1.49663096593134,1.05041603068336,"virginica"
1.43998331392788,0.788030677473531,"virginica"
1.21339270591405,1.44399406049811,"virginica"
1.32668800992097,1.44399406049811,"virginica"
1.66657392194171,1.05041603068336,"virginica"
1.21339270591405,1.18160870728828,"virginica"
0.816859141889852,1.05041603068336,"virginica"
0.930154445896767,1.18160870728828,"virginica"
1.60992626993825,1.18160870728828,"virginica"
1.04344974990368,1.57518673710303,"virginica"
1.27004035791751,1.70637941370794,"virginica"
